0,0.0291718349848
1,0.012716350225
2,0.0030766522166
3,-0.00782950088885
4,-0.000311678678978
5,0.0245559686875
6,0.0142747339227
7,0.00474065448134
8,0.0227555777575
9,-0.0219601607659
10,-0.017793121548
11,-0.0298969168577
12,-0.0423082827964
13,-0.0309513958226
14,-0.0413060037398
15,-0.0322367279942
16,-0.0237997456073
17,-0.0194372143914
18,-0.0186259237172
19,-0.00685298973008
20,0.029345388414
21,0.0254315276215
22,0.0365638760411
23,0.0140374539959
24,0.00426432754906
25,-0.0179596819818
26,-0.00367990078585
27,-0.0088325376192
28,-0.00979822072285
29,0.00816668935572
