,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
76,3.0,3.0,3.0,3.1,3.0,3.0,3.0,3.1,3.0,3.0,3.1,3.1,3.0,3.0,3.0,3.0,2.9,2.9,3.0,3.0,3.0,2.9,2.9,3.0,3.2,3.3,3.4,3.4,3.4,3.4,3.4,3.4
77,3.0,3.1,3.0,3.0,3.0,3.0,3.1,3.0,3.0,3.0,3.0,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.8,2.9,2.9,3.0,3.2,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.4
78,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9,2.9,2.9,2.8,2.8,2.8,2.9,2.9,2.9,2.9,2.8,2.8,3.0,3.1,3.2,3.4,3.4,3.3,3.3,3.4,3.3,3.3,3.4,3.4,3.4
79,2.9,3.0,3.0,2.9,3.0,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,3.1,3.3,3.3,3.3,3.3,3.4,3.3,3.3,3.3,3.3,3.3,3.4,3.3,3.2
80,3.0,3.1,3.1,3.0,3.0,3.0,3.0,3.1,3.0,3.0,3.0,3.0,3.0,2.9,2.9,2.9,2.8,2.8,3.0,3.1,3.2,3.3,3.2,3.2,3.2,3.2,3.2,3.3,3.3,3.3,3.2,3.2
81,3.0,3.1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9,3.0,2.9,3.0,2.9,2.9,2.9,3.0,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.3,3.2,3.2
82,2.8,2.8,2.8,2.8,2.7,2.8,2.7,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.7,2.8,2.9,3.1,3.3,3.4,3.5,3.5,3.4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.4
83,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.8,2.8,2.8,2.9,3.0,3.2,3.3,3.3,3.3,3.4,3.3,3.4,3.3,3.4,3.3,3.3,3.2,3.2
84,3.0,3.0,2.9,2.9,3.0,3.0,2.9,2.9,3.0,2.9,2.9,2.9,2.9,2.9,2.9,2.8,2.9,2.9,3.0,3.2,3.3,3.3,3.3,3.3,3.4,3.3,3.3,3.3,3.3,3.3,3.3,3.2
85,3.0,3.0,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.8,2.9,2.9,3.2,3.3,3.3,3.3,3.4,3.5,3.3,3.4,3.3,3.3,3.3,3.3,3.2,3.1
86,2.9,2.9,2.8,2.7,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.9,3.0,3.0,2.9,2.9,2.9,2.9,3.2,3.2,3.4,3.4,3.4,3.4,3.5,3.4,3.4,3.4,3.4,3.4,3.2,3.2
87,3.0,3.0,3.0,2.9,3.0,3.0,2.9,2.9,3.0,3.0,2.9,2.9,2.9,2.8,2.8,2.8,2.8,2.9,3.1,3.3,3.3,3.3,3.3,3.4,3.3,3.3,3.2,3.4,3.3,3.3,3.1,3.2
88,3.0,3.0,3.0,3.0,3.1,3.0,2.9,2.9,3.0,2.9,2.9,3.0,2.9,3.0,2.9,2.9,2.9,3.0,3.2,3.3,3.2,3.2,3.1,3.1,3.2,3.2,3.3,3.2,3.2,3.2,3.2,3.3
89,2.7,2.7,2.9,3.0,3.1,3.2,3.3,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.0,3.0,3.1,3.1,3.1,3.0,3.0,3.1
90,2.5,2.6,2.7,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.1,3.1,3.1,3.1,3.0,3.0,2.9,3.0,3.0,3.1,3.2,3.3,3.2,3.3,3.3,3.2,3.3,3.2,3.2,3.2
91,2.8,2.8,3.0,3.2,3.2,3.2,3.2,3.2,3.2,3.1,3.0,3.1,3.0,3.1,3.1,3.0,3.0,2.9,3.0,2.9,3.0,3.0,3.1,3.1,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1
92,2.8,2.9,2.9,3.2,3.1,3.2,3.1,3.1,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.0,2.9,3.0,2.9,3.0,3.0,3.0,3.1,3.1,3.1,3.0,3.1,3.1,3.1,3.1,3.1
93,2.7,2.7,2.9,3.0,3.1,3.2,3.1,3.3,3.2,3.2,3.2,3.2,3.1,3.2,3.0,3.0,3.0,2.9,3.0,2.9,2.9,3.0,3.1,3.1,3.2,3.1,3.2,3.2,3.2,3.2,3.1,3.1
94,2.8,2.9,2.9,3.1,3.1,3.1,3.2,3.1,3.2,3.1,3.1,3.2,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.1,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1
95,2.9,2.9,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.1,3.1,3.1,3.1,3.0,3.0
96,2.5,2.6,2.8,3.1,3.2,3.1,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,2.9,2.9,2.9,2.9,2.9,3.0,3.0,3.1,3.2,3.2,3.2,3.2,3.2,3.3,3.3,3.3,3.2,3.2
97,2.7,2.7,2.8,3.0,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.3,3.2,3.1,3.0,3.1,3.0,3.0,3.0,3.0,3.1,3.1,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1
98,2.7,2.8,2.8,3.0,3.1,3.2,3.1,3.1,3.1,3.2,3.2,3.2,3.3,3.1,3.1,3.1,2.9,2.9,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.2,3.1,3.1,3.1,3.1,3.0,3.2
99,2.7,2.9,2.9,3.1,3.2,3.2,3.1,3.0,3.1,3.2,3.2,3.1,3.1,3.2,3.1,3.1,2.9,2.9,3.0,3.0,3.0,3.0,3.1,3.1,3.1,3.2,3.1,3.2,3.2,3.2,3.1,3.2
100,2.8,2.8,2.9,3.0,3.1,3.2,3.2,3.2,3.3,3.3,3.2,3.2,3.1,3.2,3.0,3.1,3.0,2.9,3.0,2.9,2.9,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.2,3.1,3.1,3.2
101,2.8,2.8,2.9,3.0,3.1,3.1,3.1,3.0,3.1,3.0,3.1,3.2,3.1,3.2,3.0,3.3,2.9,3.0,3.0,3.0,3.0,3.1,3.0,3.0,3.1,3.1,3.3,3.2,3.3,3.2,3.1,3.2
102,3.3,3.1,3.1,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.1,3.1,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.0,3.0,2.9,3.0,3.0,3.0,3.1
103,3.4,3.2,3.1,3.0,3.0,3.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.0,3.1,3.1,3.1,3.1,3.0,3.0,2.9,3.0,3.0,3.0,3.0
104,3.3,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.1,3.0,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.1,3.2,3.0,3.1,3.1,3.0,3.0,3.0,3.0,3.0,3.0
